name;E;sea;locale;wv;0;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160;165;170;175;180;185;190;195;200
MC_E0_R1F1;E0;Naples;MC;527.5;1.6323234E+00;1.2516756E+00;9.2708300E-01;6.7215790E-01;4.8199270E-01;3.4391400E-01;2.4521470E-01;1.7525514E-01;1.2590719E-01;9.0999810E-02;6.5874190E-02;4.7717770E-02;3.4580160E-02;2.5066490E-02;1.8175064E-02;1.3181667E-02;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;532.5;1.6483474E+00;1.2578971E+00;9.2720320E-01;6.6890460E-01;4.7713910E-01;3.3856040E-01;2.3998150E-01;1.7044287E-01;1.2164958E-01;8.7341490E-02;6.2816200E-02;4.5212200E-02;3.2557310E-02;2.3453310E-02;1.6901130E-02;1.2183118E-02;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;537.5;1.6584593E+00;1.2570358E+00;9.2023670E-01;6.5923780E-01;4.6683250E-01;3.2875770E-01;2.3121854E-01;1.6290408E-01;1.1529804E-01;8.2087110E-02;5.8550940E-02;4.1801610E-02;2.9860790E-02;2.1341213E-02;1.5259253E-02;1.0915652E-02;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;542.5;1.6199180E+00;1.2119613E+00;8.7552640E-01;6.1882920E-01;4.3228480E-01;3.0026230E-01;2.0825787E-01;1.4466822E-01;1.0094805E-01;7.0862680E-02;4.9848270E-02;3.5104480E-02;2.4742165E-02;1.7450747E-02;1.2316653E-02;8.6995310E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;547.5;1.6236555E+00;1.1875208E+00;8.3814430E-01;5.7867440E-01;3.9481760E-01;2.6783957E-01;1.8142523E-01;1.2309328E-01;8.3891720E-02;5.7531240E-02;3.9552470E-02;2.7232700E-02;1.8773282E-02;1.2956649E-02;8.9529650E-03;6.1941830E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;552.5;1.6213186E+00;1.1613946E+00;8.0245560E-01;5.4228230E-01;3.6209810E-01;2.4039199E-01;1.5934886E-01;1.0581023E-01;7.0571850E-02;4.7373590E-02;3.1894090E-02;2.1514263E-02;1.4537063E-02;9.8396140E-03;6.6724060E-03;4.5336690E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;557.5;1.5769532E+00;1.1158202E+00;7.6140610E-01;5.0811400E-01;3.3499770E-01;2.1957028E-01;1.4369482E-01;9.4188560E-02;6.2010680E-02;4.1095790E-02;2.7323644E-02;1.8208221E-02;1.2159403E-02;8.1368620E-03;5.4585520E-03;3.6714350E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;562.5;1.5948708E+00;1.1158637E+00;7.5273620E-01;4.9654730E-01;3.2358780E-01;2.0963891E-01;1.3561065E-01;8.7860170E-02;5.7179520E-02;3.7464970E-02;2.4634463E-02;1.6239964E-02;1.0732151E-02;7.1106320E-03;4.7245640E-03;3.1488920E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;567.5;1.5614882E+00;1.0713076E+00;7.0840910E-01;4.5805300E-01;2.9259409E-01;1.8581562E-01;1.1784577E-01;7.4872360E-02;4.7790000E-02;3.0721822E-02;1.9830232E-02;1.2840602E-02;8.3410610E-03;5.4371560E-03;3.5579770E-03;2.3392540E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;572.5;1.5666829E+00;1.0367897E+00;6.6081390E-01;4.1183600E-01;2.5362251E-01;1.5534583E-01;9.5063620E-02;5.8315540E-02;3.5961730E-02;2.2352860E-02;1.3966448E-02;8.7663750E-03;5.5292280E-03;3.5069750E-03;2.2386870E-03;1.4403810E-03;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;577.5;1.5558851E+00;9.7268150E-01;5.8503040E-01;3.4410345E-01;2.0009938E-01;1.1581590E-01;6.7043800E-02;3.8951520E-02;2.2785971E-02;1.3463513E-02;8.0230660E-03;4.8132150E-03;2.9165890E-03;1.7874580E-03;1.1107430E-03;7.0176120E-04;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;582.5;1.5672086E+00;8.9251010E-01;4.8830010E-01;2.6135315E-01;1.3845386E-01;7.3126020E-02;3.8718158E-02;2.0640096E-02;1.1126887E-02;6.0961830E-03;3.3955260E-03;1.9292090E-03;1.1238470E-03;6.7518710E-04;4.2057700E-04;2.7262800E-04;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;587.5;1.4522289E+00;7.2686600E-01;3.4904884E-01;1.6415911E-01;7.6599930E-02;3.5775626E-02;1.6849737E-02;8.0657510E-03;3.9629630E-03;2.0243020E-03;1.0850660E-03;6.1754300E-04;3.7631300E-04;2.4575030E-04;1.7067970E-04;1.2445750E-04;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;592.5;1.4181620E+00;6.0413285E-01;2.4671262E-01;9.8880380E-02;3.9498030E-02;1.5925889E-02;6.5775140E-03;2.8392070E-03;1.3168850E-03;6.7720700E-04;3.9171600E-04;2.5324120E-04;1.7849650E-04;1.3318190E-04;1.0274620E-04;8.0724000E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;597.5;1.4478739E+00;4.8306591E-01;1.5451318E-01;4.8744166E-02;1.5521647E-02;5.1375420E-03;1.8544580E-03;7.8090200E-04;4.0399100E-04;2.5429050E-04;1.8158390E-04;1.3817330E-04;1.0814400E-04;8.5627600E-05;6.8105700E-05;5.4257900E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;602.5;1.4630182E+00;3.7936904E-01;9.4463220E-02;2.3411875E-02;6.0232150E-03;1.7404780E-03;6.4086600E-04;3.2470700E-04;2.1067840E-04;1.5567390E-04;1.2063210E-04;9.4920200E-05;7.5041100E-05;5.9402400E-05;4.7034000E-05;3.7238800E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;607.5;1.4700110E+00;3.3943646E-01;7.5344246E-02;1.6733053E-02;3.9319230E-03;1.0965990E-03;4.2561400E-04;2.3570800E-04;1.6146690E-04;1.2146500E-04;9.4076100E-05;7.3468900E-05;5.7512000E-05;4.5050700E-05;3.5296900E-05;2.7656900E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;612.5;1.4321268E+00;3.2162782E-01;6.9444493E-02;1.5010391E-02;3.4396690E-03;9.4120500E-04;3.6168800E-04;1.9878790E-04;1.3464230E-04;9.9943500E-05;7.6332800E-05;5.8784700E-05;4.5390800E-05;3.5084500E-05;2.7134600E-05;2.0995620E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;617.5;1.4254019E+00;3.1041675E-01;6.4993939E-02;1.3624715E-02;3.0306010E-03;8.0840700E-04;3.0530410E-04;1.6574290E-04;1.1075040E-04;8.1042000E-05;6.1002500E-05;4.6305300E-05;3.5253300E-05;2.6877300E-05;2.0512480E-05;1.5668770E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;622.5;1.4264945E+00;2.9742230E-01;5.9636431E-02;1.1984007E-02;2.5656580E-03;6.6741300E-04;2.5111840E-04;1.3665430E-04;9.0835700E-05;6.5782400E-05;4.8903500E-05;3.6643100E-05;2.7540400E-05;2.0734960E-05;1.5633300E-05;1.1802500E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;627.5;1.3915987E+00;2.7749978E-01;5.3240325E-02;1.0257814E-02;2.1232150E-03;5.4725460E-04;2.1032130E-04;1.1693120E-04;7.8121500E-05;5.6333700E-05;4.1556400E-05;3.0867600E-05;2.2995300E-05;1.7163360E-05;1.2832120E-05;9.6096600E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;632.5;1.3908682E+00;2.6396465E-01;4.8224012E-02;8.8704960E-03;1.7728620E-03;4.5608700E-04;1.8153920E-04;1.0409900E-04;7.0314300E-05;5.0712000E-05;3.7272600E-05;2.7554000E-05;2.0424590E-05;1.5168850E-05;1.1285880E-05;8.4119700E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;637.5;1.3977870E+00;2.4651256E-01;4.1890510E-02;7.2033400E-03;1.3761100E-03;3.5987210E-04;1.5360230E-04;9.2549400E-05;6.3623300E-05;4.6032400E-05;3.3782100E-05;2.4902800E-05;1.8400890E-05;1.3622130E-05;1.0102990E-05;7.5070600E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;642.5;1.3807278E+00;2.2794582E-01;3.6298172E-02;5.8811340E-03;1.0854380E-03;2.9236760E-04;1.3341260E-04;8.3428400E-05;5.7970700E-05;4.1973400E-05;3.0736300E-05;2.2591800E-05;1.6642810E-05;1.2283640E-05;9.0837200E-06;6.7304600E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;647.5;1.3215230E+00;2.0523376E-01;3.0783056E-02;4.7305600E-03;8.5433830E-04;2.4115100E-04;1.1758010E-04;7.5652300E-05;5.2868700E-05;3.8233900E-05;2.7915300E-05;2.0451070E-05;1.5016850E-05;1.1049300E-05;8.1470200E-06;6.0199100E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;652.5;1.3184145E+00;1.8013582E-01;2.3838716E-02;3.2881960E-03;5.7718900E-04;1.8295300E-04;1.0002510E-04;6.6879400E-05;4.6997800E-05;3.3968800E-05;2.4751500E-05;1.8094720E-05;1.3261910E-05;9.7436100E-06;7.1765400E-06;5.2992800E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;657.5;1.2561900E+00;1.4100208E-01;1.5453662E-02;1.8589010E-03;3.5115230E-04;1.4466070E-04;9.0213000E-05;6.1874900E-05;4.3339200E-05;3.1393200E-05;2.2958100E-05;1.6858220E-05;1.2422210E-05;9.1847300E-06;6.8144300E-06;5.0733100E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;662.5;1.3429121E+00;1.2781516E-01;1.2043030E-02;1.3666220E-03;3.1761300E-04;1.6209970E-04;1.0616710E-04;7.2378600E-05;4.9893700E-05;3.6575300E-05;2.7225400E-05;2.0380900E-05;1.5329880E-05;1.1582660E-05;8.7893700E-06;6.6970200E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;667.5;1.3362240E+00;1.1683329E-01;1.0452146E-02;1.3515430E-03;4.4461700E-04;2.6256200E-04;1.7461820E-04;1.1774260E-04;7.9978700E-05;5.9796200E-05;4.5646000E-05;3.5051400E-05;2.7038000E-05;2.0940790E-05;1.6277630E-05;1.2693150E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;672.5;1.3197762E+00;1.0981640E-01;9.8968390E-03;1.6204940E-03;7.0110800E-04;4.4246500E-04;2.9563600E-04;1.9824840E-04;1.3372550E-04;1.0122590E-04;7.8402500E-05;6.1044400E-05;4.7706500E-05;3.7400500E-05;2.9401600E-05;2.3166100E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;677.5;1.3110251E+00;1.0267013E-01;9.2474390E-03;1.8186550E-03;9.0530500E-04;5.8588700E-04;3.9166000E-04;2.6173700E-04;1.7579470E-04;1.3371910E-04;1.0413370E-04;8.1486700E-05;6.3976700E-05;5.0368100E-05;3.9748200E-05;3.1427200E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;682.5;1.2932604E+00;9.2403460E-02;7.8123320E-03;1.6059680E-03;8.3733700E-04;5.4495400E-04;3.6296400E-04;2.4120200E-04;1.6094670E-04;1.2241890E-04;9.5366800E-05;7.4654000E-05;5.8637500E-05;4.6187000E-05;3.6467200E-05;2.8848000E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;687.5;1.1327394E+00;7.1147416E-02;5.2659060E-03;1.0127460E-03;5.2913900E-04;3.4325500E-04;2.2691200E-04;1.4944930E-04;9.8720700E-05;7.4654000E-05;5.7854400E-05;4.5086400E-05;3.5280600E-05;2.7702900E-05;2.1816800E-05;1.7222230E-05;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;692.5;1.1429034E+00;5.8935137E-02;3.4461380E-03;5.3487900E-04;2.6930700E-04;1.7359220E-04;1.1392400E-04;7.4467100E-05;4.8775300E-05;3.6393100E-05;2.7828700E-05;2.1436200E-05;1.6608490E-05;1.2932410E-05;1.0113320E-05;7.9368300E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;697.5;1.1762398E+00;4.5194538E-02;1.9428900E-03;2.5371900E-04;1.2903710E-04;8.2911400E-05;5.3921200E-05;3.4945400E-05;2.2686600E-05;1.6495170E-05;1.2284730E-05;9.2437300E-06;7.0175200E-06;5.3694500E-06;4.1369200E-06;3.2061300E-06;;;;;;;;;;;;;;;;;;;;;;;;;
MC_E0_R1F1;E0;Naples;MC;702.5;1.1547010E+00;2.9877618E-02;8.9853110E-04;1.2167720E-04;6.7239000E-05;4.3028800E-05;2.7665200E-05;1.7767340E-05;1.1444880E-05;8.0226100E-06;5.7504900E-06;4.1777600E-06;3.0732000E-06;2.2869000E-06;1.7197740E-06;1.3054570E-06;;;;;;;;;;;;;;;;;;;;;;;;;
